Case #1: 125
4 11 70659
9 26 178921
7 6 173737
29 9 78189
20 30 403689
26 7 54408
10 28 153630
8 7 113941
8 4 68469
2 6 212915
17 20 294996
5 13 257330
7 9 168732
13 17 83104
20 8 359941
14 28 105319
15 4 104439
13 25 107316
5 17 255903
23 18 11168
16 18 45142
23 27 104552
1 22 185788
2 17 107201
13 19 55238
15 11 45764
13 3 89855
19 18 4709
2 19 66417
8 16 29948
12 29 168418
13 30 145890
3 8 67271
28 5 218937
4 10 142136
29 15 46991
20 7 354526
4 25 45800
4 12 79647
23 1 143823
2 1 97031
24 19 102495
28 19 73052
22 2 89060
11 19 34844
16 25 110399
1 3 102747
30 29 118942
13 20 372570
9 8 119388
8 5 212577
25 19 82884
24 13 101109
22 27 159887
30 18 138500
10 29 125489
29 22 81978
13 9 124001
12 23 137107
25 24 124249
7 5 242358
25 27 119685
9 16 138806
1 27 193016
18 24 107204
23 16 33974
28 17 65849
24 29 111040
21 6 179928
25 18 87593
15 30 144711
22 28 117375
3 14 82070
24 15 102288
19 20 327287
1 9 249790
24 14 84640
14 20 374740
13 14 59552
25 2 149301
11 14 16989
16 10 114238
15 27 142483
20 24 423134
26 8 59533
30 12 49476
12 6 207912
4 28 22051
3 27 90269
22 3 96411
27 9 220554
30 26 133358
25 30 130821
14 30 86338
19 1 137364
25 17 42100
17 12 123445
2 10 121634
9 22 160167
23 28 79511
13 16 14805
3 10 151561
21 14 75586
4 7 45472
15 3 88676
14 26 74332
20 11 362131
24 16 99789
28 20 331105
17 4 87900
25 28 23749
27 17 123476
10 1 218665
14 19 47453
6 14 193951
21 15 133959
26 21 78685
14 29 55998
14 10 69491
10 9 68562
5 12 276533
5 19 215119
29 6 220351
26 10 143823
21 16 120333
29 11 39009
24 17 143279
26 13 100493
30 21 161924
27 12 153532
5 20 419435
21 28 106482
21 8 90385
5 16 242525
18 1 132655
16 20 357765
3 23 41076
2 12 152426
12 14 135814
21 19 102664
22 11 53499
26 11 61723
8 29 41199
11 7 116131
20 6 180789
15 7 149911
13 29 45812
26 25 54736
19 17 40784
4 23 57460
7 1 164603
11 9 117198
4 14 83268
13 2 82504
17 3 75401
23 6 152957
30 19 133791
Case #278: 166
2 48 288421
28 18 214519
12 37 147147
26 34 310024
30 10 122338
9 4 328982
47 32 260154
42 27 286632
11 39 315014
9 48 415103
28 11 390395
18 38 369966
29 28 265628
36 5 159224
34 6 350676
16 20 492182
40 46 427709
46 31 357485
25 2 239567
10 11 117940
5 41 312096
2 41 320978
41 49 305624
4 1 325224
40 35 312231
24 44 134045
40 21 479579
44 40 469791
34 27 248874
41 26 256539
2 31 247350
42 45 208782
29 35 225466
11 41 291661
39 30 143462
5 14 292373
28 12 172769
13 19 415999
18 47 377077
2 14 302874
36 13 313432
42 21 387438
6 41 332332
50 27 323735
20 48 321496
7 30 237093
44 36 254599
35 38 430942
20 9 492228
12 19 490646
15 38 184221
22 48 388328
37 25 7488
10 34 243546
38 7 335257
9 24 116647
31 50 260309
1 37 243045
3 30 117339
19 18 534740
35 8 327538
4 28 224279
11 1 238398
43 19 766712
24 45 185439
7 35 173214
11 27 216351
20 42 202584
14 11 231572
14 17 211285
13 11 174643
18 35 311156
44 14 387748
5 47 273839
42 19 442190
15 43 446615
4 45 262573
25 27 172211
14 31 240502
40 16 452637
39 40 325406
22 46 274868
6 47 379012
3 27 282655
22 26 345635
16 22 57886
39 17 171003
19 39 530245
41 7 16916
35 36 239488
41 42 309416
9 31 346439
23 13 272493
10 23 71519
27 15 208920
50 3 89890
47 34 367868
44 20 509336
18 29 235072
28 50 279267
32 6 118858
7 20 424186
33 19 440439
7 3 354432
7 34 290221
17 44 320497
35 22 365900
35 13 384873
9 33 148357
46 4 138342
39 46 496451
15 7 202141
39 31 255182
28 32 246335
10 28 299844
21 4 312528
23 28 301924
7 47 239135
21 48 372682
22 44 381011
33 21 385687
14 34 282902
26 4 285892
14 9 363707
27 45 77850
1 43 485444
24 31 272455
41 27 136633
23 50 130682
40 19 535815
20 6 379523
26 46 380503
41 17 201688
15 49 218937
24 49 273306
20 39 364951
11 7 274745
49 1 224435
15 32 79354
34 9 424859
40 4 306841
44 16 393283
33 44 203098
13 33 213487
2 21 412077
45 9 302086
12 46 413687
3 32 226306
48 33 266746
31 19 465591
35 16 423786
19 15 424423
50 19 466646
15 9 171016
31 10 58108
42 31 92815
28 33 253060
23 33 104475
18 11 245197
16 15 250483
16 46 332754
6 4 110903
30 22 258457
13 17 261887
50 8 287669
6 40 339978
Case #279: 579
18 21 71845
2 13 46403
28 7 98121
27 25 32107
31 16 76963
35 1 95575
8 28 86024
36 12 143315
25 17 166424
37 14 131644
8 11 102920
27 7 38235
37 18 118620
3 16 156549
31 28 8916
5 13 127627
8 24 75544
3 26 118478
14 12 148556
35 37 40510
13 22 109884
21 5 168052
22 17 138643
28 19 117206
24 9 63647
18 23 62296
14 17 147710
29 22 149919
10 5 105237
31 27 82602
26 17 176366
27 9 43717
33 18 71825
24 3 130869
6 29 114468
22 10 15698
32 24 125435
22 15 38625
18 6 43013
25 5 31243
11 4 137309
35 21 216026
14 21 205268
28 24 42367
27 16 21164
23 8 33752
7 30 170729
10 7 102869
34 15 96677
1 26 102744
25 13 96384
11 33 122981
30 25 110458
9 25 11610
12 33 78894
1 3 145550
19 17 132631
33 14 110262
22 34 135302
20 32 93794
12 29 127547
2 30 145609
32 16 61944
23 25 20552
14 2 156470
35 32 69784
21 32 147053
36 6 107371
32 23 93411
15 12 32770
13 12 38489
34 25 82747
17 5 135181
23 24 54705
35 7 115008
12 26 44905
6 26 80849
19 31 110402
19 30 93370
29 37 216236
5 20 114793
7 21 128840
16 4 32132
18 29 134616
22 16 69239
4 14 82212
19 11 179210
28 26 45696
1 18 64908
18 15 39839
35 29 220890
9 16 22553
19 23 102724
10 33 80855
6 30 87613
3 27 162188
25 10 73994
33 27 38968
30 28 122766
28 32 83068
19 15 104808
11 9 127730
37 32 29274
37 24 123068
16 23 31495
11 22 159979
24 20 43411
19 34 151077
12 24 43158
5 32 85020
16 8 2285
29 9 129117
13 23 93716
27 22 80332
25 24 75257
26 36 109643
17 37 103551
18 24 50227
22 1 143372
37 9 113743
28 34 64698
3 14 136944
35 2 171121
2 1 79891
33 8 20061
3 21 152487
13 26 69256
24 35 128868
36 7 190487
15 9 53259
13 14 117544
31 30 131682
16 13 107327
33 15 71730
28 29 128338
6 37 109506
31 1 65964
11 28 100122
14 5 83070
35 31 159375
32 22 131155
26 21 109681
32 14 102370
4 1 119839
22 31 79520
8 1 85450
28 33 79685
7 4 91531
31 34 55782
24 13 81647
7 37 150617
12 4 70002
13 11 137820
5 26 94988
37 4 123322
27 10 64634
3 32 169988
13 34 88258
12 21 64776
4 6 40506
26 33 70606
12 2 22052
17 1 158616
24 30 101175
26 11 144236
30 32 104178
22 4 75957
5 22 89539
24 6 13562
23 12 69365
19 10 127735
24 15 10388
13 35 130806
37 36 94662
32 4 94048
11 34 163238
35 27 76773
30 26 129401
25 33 6861
15 7 79942
28 25 72824
19 37 99503
34 37 163720
29 27 146182
18 7 90261
24 27 52095
3 35 185721
35 33 110244
9 26 52135
34 14 162928
24 21 107934
5 16 27646
28 37 112342
22 6 35451
18 9 53354
31 36 137655
4 24 54068
12 5 103276
35 17 63041
30 16 121401
29 2 149599
36 17 66723
1 24 115135
4 9 9579
10 26 100602
11 20 110848
7 29 184417
5 2 100830
3 20 99228
32 7 121343
37 2 133603
36 5 161459
5 18 96207
23 21 123693
30 34 110399
4 3 143575
9 34 71137
34 10 119604
3 25 145606
33 7 77203
13 10 94186
36 27 152252
23 9 8942
7 12 97330
32 10 137974
4 21 123056
4 19 103361
8 26 76945
12 11 99331
31 15 40895
1 27 108899
27 18 81546
28 3 88502
31 14 142543
27 19 99739
27 17 139814
19 36 113128
16 26 74688
22 18 78464
28 10 54906
14 9 91791
27 12 74477
23 22 76594
10 14 129089
8 30 123658
24 31 51283
3 9 133996
26 18 37836
35 11 130921
33 30 117319
28 14 149347
4 26 61714
34 36 90641
5 4 52432
28 22 70604
6 11 135275
3 36 55957
1 36 149727
34 20 75424
34 33 89608
27 2 94348
29 32 186962
28 15 31979
5 7 87045
31 2 13927
15 35 118480
2 26 22853
35 30 115414
32 26 127182
16 11 105205
22 9 69906
18 25 64964
24 22 49013
8 9 24810
35 12 151250
35 8 97501
23 27 52659
14 19 32141
23 20 77340
21 37 176327
3 17 122680
34 24 107065
3 18 80642
27 32 83108
9 35 114993
20 7 108847
20 28 12308
32 36 123936
22 30 52162
31 6 44069
14 24 136280
23 29 138059
31 32 90402
37 8 88933
20 12 11517
19 9 93782
29 13 166036
13 4 94353
23 15 44317
16 17 160978
3 6 123655
15 27 41707
21 13 103265
2 8 75469
18 12 7069
24 19 115196
5 24 100905
14 16 103359
21 27 139253
20 33 90411
26 27 95852
16 12 82976
28 27 73686
8 6 68330
4 27 53296
36 18 136599
35 26 167128
3 30 75715
12 6 35944
16 18 75907
25 15 64869
30 15 90787
13 18 31420
35 20 151503
30 20 123810
1 34 121746
23 28 70156
34 23 80079
21 33 143670
35 25 103383
33 16 17804
21 10 120473
19 33 89033
12 31 8125
33 37 108994
27 34 93666
15 3 120481
18 20 18586
9 1 110260
12 28 791
9 7 81952
3 5 176849
25 36 130216
25 19 82172
9 5 42853
10 29 134221
22 37 127066
16 29 125018
8 15 65156
34 5 100148
29 4 138696
28 18 7860
32 8 59659
25 20 83550
10 31 63822
29 25 117507
36 15 110545
25 4 21189
9 33 18471
23 10 60896
33 6 68556
35 18 158319
11 32 119685
2 36 132496
17 4 180185
33 32 79720
14 1 76579
25 16 10943
6 23 41143
34 2 41855
24 16 73259
5 23 51795
22 12 71395
10 9 69838
28 6 35153
16 21 147752
19 18 109346
32 17 132825
8 19 76290
15 6 3174
2 16 73184
12 3 87711
19 2 124329
8 17 160542
29 11 226878
8 20 96750
23 31 62603
13 27 112966
5 35 72140
20 36 143568
14 30 61229
2 23 76530
30 29 202081
23 37 122685
6 19 107982
20 10 55950
27 20 74730
18 17 173738
20 1 83494
34 17 157364
22 26 116300
9 13 84774
13 33 103245
2 21 86828
25 21 136809
3 22 127877
5 33 38104
19 7 137974
29 19 199679
31 5 97263
33 22 65157
27 11 126369
15 10 22927
27 8 23449
18 11 106400
28 13 39280
30 10 67860
4 28 70793
13 3 112062
6 21 100720
12 8 85233
31 21 72901
22 14 113391
20 22 71648
25 12 72033
2 4 77167
19 16 78575
13 17 142318
6 7 83116
22 36 71920
13 37 150040
20 19 127932
10 36 87618
3 33 152467
6 9 50085
28 35 150459
22 35 157105
5 15 90517
27 14 124523
11 30 107817
7 24 90330
16 37 91218
6 1 107921
11 3 144016
31 25 66020
21 22 136171
11 36 88059
1 5 95367
12 10 55697
25 1 98650
31 37 119676
18 14 141487
7 23 90894
17 20 192324
2 3 95625
31 29 135672
26 14 143926
6 16 66045
8 13 109584
10 8 87194
14 7 162758
31 7 89205
37 15 112680
36 35 129764
21 1 136753
10 11 155028
2 24 65210
5 8 25361
18 2 14983
16 20 94493
35 23 123935
29 20 139064
6 2 57996
30 12 123557
37 11 90411
11 24 142489
6 17 174094
14 20 158915
7 8 61684
1 16 87735
6 35 121654
36 14 80987
9 32 84469
37 27 112382
10 24 33315
20 6 36197
7 16 59399
25 37 102133
34 16 72502
21 20 76293
15 32 115047
18 10 62766
17 9 178034
8 31 79220
10 6 19753
23 3 142938
19 3 169085
20 15 33023
30 36 19758
12 9 60423
5 29 148750
11 17 154782
14 15 125892
17 28 181598
35 4 124572
36 8 143416
12 34 63907
1 30 129969
14 8 101074
28 2 22843
27 5 48810
6 34 99851
32 1 25791
23 26 61077
7 13 121681
2 20 33569
15 2 54822
29 17 283931
2 7 75278
11 31 107456
7 11 164604
25 26 63745
35 16 97937
17 31 174794
6 32 118221
26 31 36780
14 6 122718
19 5 50929
30 27 132494
16 28 83767
20 26 56422
4 20 76703
9 21 125199
34 35 170439
15 26 77675
1 33 105511
29 1 199524
21 11 164107
9 2 68337
19 1 44438
37 5 112650
12 37 111551
28 9 61214
1 15 104747
32 34 134446
8 3 158806
6 5 92938
2 22 93447
18 31 1056
33 29 124368
25 11 116120
26 34 19002
32 19 70229
21 30 188333
10 2 77749
19 26 145917
31 13 32476
7 26 98131
25 22 58296
35 10 141407
14 25 103401
36 13 168019
7 1 147134
35 14 155210
37 20 123068
19 21 181191
10 17 154341
25 6 61695
14 11 169046
33 2 86808
10 37 129259
1 12 71977
24 26 88063
7 22 118567
17 15 177268
3 10 143408
22 19 140468
30 17 86481
36 9 141826
Case #280: 179
20 18 93720
19 13 233401
24 15 179371
27 21 76950
24 5 419791
25 6 65283
26 10 300696
15 8 390568
5 14 425206
26 18 225440
26 5 425722
15 7 246645
21 7 83721
25 10 83970
7 4 173418
11 7 86375
12 6 178413
9 17 146756
24 22 227100
13 1 282603
4 24 330429
9 3 298653
13 25 55178
23 25 221183
20 9 112512
22 12 88616
8 6 304411
15 2 321153
24 6 249351
12 3 210261
3 20 279494
11 17 111637
4 20 185252
17 14 225269
14 13 185265
25 3 323391
13 27 50787
20 6 189853
20 11 116410
14 3 377166
11 2 126242
23 3 266672
22 5 315296
23 14 249696
24 11 261587
4 21 243597
14 25 240443
7 20 108431
19 23 231860
27 18 56914
5 21 310209
13 16 48384
9 8 227070
12 21 106466
26 9 244232
17 10 214435
12 20 69233
26 16 240359
14 11 214082
1 26 328819
1 11 318059
7 26 234682
7 14 141249
11 6 225590
25 11 160307
15 4 296513
8 18 208278
11 21 97796
20 8 114558
22 11 115646
18 15 266575
1 12 273625
16 1 234219
10 15 313948
5 4 313560
19 17 144051
18 11 71664
4 1 349963
6 1 205382
9 16 87941
24 26 13457
21 22 17850
19 16 214855
27 16 71833
21 20 175699
7 24 221225
25 8 239128
25 7 112736
14 2 245970
14 20 236138
17 27 90791
19 4 229874
5 13 267279
18 4 149325
17 3 178863
18 6 153926
10 1 162772
25 16 103562
6 21 243204
18 25 88643
27 20 101660
3 18 234748
5 11 305478
9 22 115065
24 9 257689
6 13 120461
6 27 171248
24 14 362474
9 10 245635
21 24 209250
21 8 290257
14 15 374352
16 23 184140
7 2 118263
23 10 238862
20 22 157849
10 2 227191
12 27 32427
13 9 106487
12 9 88392
25 22 165065
27 10 189935
20 13 69392
22 27 59100
6 9 226948
22 1 202413
2 19 254514
8 17 304098
16 5 218895
24 3 187375
17 6 257045
15 1 186728
19 11 222626
23 15 236892
20 1 309326
20 15 297634
15 5 308087
12 19 175449
8 7 222989
23 1 146295
2 5 179236
1 8 421549
4 17 257438
10 24 287239
13 15 285156
6 14 305726
18 9 73022
14 22 193578
7 10 196706
15 11 289265
12 15 242088
12 24 214410
2 23 204941
15 19 66639
12 17 120307
22 15 180774
5 19 241448
18 21 130953
12 13 57952
8 24 238111
25 17 196756
10 22 182744
16 15 281494
23 4 281865
6 15 295261
22 2 148823
13 17 141578
13 8 183950
15 17 210690
20 25 124570
1 7 268284
21 25 182915
26 17 208866
4 27 166647
23 27 115218
25 19 288579
10 14 324413
23 20 213967
9 14 190443
Case #281: Impossible
Case #282: 268
28 17 145564
5 18 129546
19 22 6918
16 4 159191
3 7 78180
7 25 99553
30 18 138661
1 30 181590
8 16 151533
22 29 220301
14 32 11827
12 13 147753
11 5 173600
27 12 292771
11 1 137441
24 27 261309
33 17 188081
10 30 210041
20 16 61739
4 26 176773
32 10 76161
22 21 101020
10 15 171065
32 12 122500
3 17 96801
17 15 146731
8 29 286159
1 13 110328
19 12 186256
12 2 135833
26 13 147832
17 11 130746
25 18 54340
32 25 59121
9 25 70948
2 26 109666
13 7 15179
6 33 113207
18 15 164023
23 15 190620
25 30 114126
11 8 137801
15 11 205893
23 9 151159
2 27 207258
28 26 14479
16 26 190227
25 12 157967
7 28 148532
5 29 288228
23 21 119580
19 21 107938
7 26 163011
22 26 193253
30 33 47372
32 13 48907
19 9 115244
33 12 161225
27 16 290241
14 5 136592
8 31 120708
23 33 212630
20 30 145826
7 30 112109
29 14 239166
17 22 119002
20 32 44139
4 15 127512
5 3 120214
4 30 139343
31 21 135922
19 25 122877
20 21 132341
4 1 153665
15 7 193959
21 28 170056
3 15 167612
29 13 202086
7 18 59305
7 17 174981
3 4 40100
17 18 115676
13 22 119581
22 16 146511
28 29 267314
30 11 44149
10 2 89494
17 19 125920
2 20 57472
17 30 140709
13 16 115854
33 15 215575
28 11 118956
28 2 95187
29 18 245747
2 33 194585
28 23 116946
4 2 67527
25 27 213266
26 33 143805
19 32 63756
10 33 174645
32 3 14094
26 5 247344
9 31 18064
1 27 284715
21 33 210350
11 23 150914
31 26 150528
30 12 208597
11 12 224342
13 3 63001
32 29 240966
28 19 171856
22 30 77042
27 7 234357
26 10 175086
26 29 281793
5 23 156143
7 5 132874
18 6 189277
17 1 210366
9 15 204922
28 15 177797
9 8 138772
5 10 200926
23 2 44711
5 17 186929
3 18 18875
6 1 227982
33 25 161498
13 4 103101
13 21 96063
24 4 130259
29 16 208057
14 30 145707
4 19 69219
8 4 138618
14 6 196323
5 16 214438
20 6 192218
25 15 218363
24 18 72165
2 5 138098
12 29 336244
20 31 118770
10 20 110738
17 20 154153
32 16 105878
5 31 158189
6 11 90541
33 14 193079
18 8 79643
26 18 117798
14 7 52259
31 7 85053
33 32 181252
15 30 229074
9 27 284214
31 14 122875
17 8 169779
11 14 117271
33 31 74428
22 3 84768
19 20 107895
3 26 136673
13 28 133353
27 5 318690
1 3 114446
12 17 233395
17 23 142273
33 4 186715
5 6 196968
5 12 247265
9 30 45120
19 6 135959
21 29 242047
22 4 62301
8 7 124856
27 32 193925
12 24 110307
12 4 176694
1 7 125507
10 3 90255
8 25 73194
9 33 92492
3 31 96954
11 32 128141
21 11 118829
19 23 95134
20 7 98663
32 31 111048
14 20 46404
1 20 56213
10 19 139917
5 32 124765
21 10 138331
9 10 181850
12 16 139239
3 28 122194
22 31 104098
15 5 257740
4 31 137054
24 21 165148
12 6 266836
2 19 77089
16 19 153429
10 17 187056
17 13 159802
30 5 131133
28 6 111776
24 14 79211
25 21 121077
8 33 153541
29 31 165451
9 17 131717
24 17 186960
8 19 148180
33 16 152649
13 23 70723
1 21 188554
5 19 61009
16 11 142967
13 20 83484
20 8 119001
21 2 74869
20 27 228502
10 6 260657
22 9 122162
16 6 233508
3 16 119972
21 3 78819
7 33 159481
9 3 115018
1 28 170222
7 22 134760
26 8 38694
19 3 77850
13 31 99300
2 31 124381
6 9 91512
1 19 147903
2 8 97757
11 22 121191
16 31 160060
24 10 126019
3 8 98518
15 31 214661
14 25 47294
11 20 135863
28 30 163105
4 9 155118
11 26 133435
18 2 18114
23 22 102052
9 20 136834
7 4 118280
9 24 113064
29 20 258744
8 10 136931
6 29 173223
11 19 114273
4 32 54194
15 32 168804
27 3 208019
1 14 102617
30 27 255289
5 8 209189
Case #283: 137
7 9 301838
8 10 203332
7 18 212715
11 1 96588
18 4 105299
16 2 132285
12 13 132278
19 15 94892
14 7 109517
2 8 252934
3 10 142227
13 5 58476
11 17 188009
15 8 168154
7 16 98892
8 17 118866
11 2 106570
19 13 158196
11 8 156189
4 7 264703
9 3 12151
12 10 10991
10 16 72858
17 9 276156
19 10 130070
1 13 72525
14 10 83483
12 5 111260
18 5 18729
17 3 268178
18 17 252187
17 13 291934
15 13 115890
9 12 141079
16 6 25271
18 11 88108
8 19 106865
9 16 202946
15 14 48305
8 3 149312
16 15 37680
16 1 122303
14 6 35896
6 12 87138
10 2 100002
16 12 61867
4 19 195448
12 7 160759
19 18 127607
10 11 98573
18 16 113823
5 16 132552
19 1 160385
11 9 203440
17 7 312616
9 8 157290
3 1 109399
16 17 213724
11 4 165503
19 17 225731
5 15 94872
17 12 215923
15 6 62951
7 8 229366
19 14 67837
18 15 76143
1 4 83613
1 6 147574
9 18 135005
3 12 153218
1 7 221195
15 1 84623
18 13 39747
9 19 225154
13 8 265061
5 4 86570
16 4 165811
4 12 179004
3 14 202222
19 2 146069
6 13 126255
15 7 136572
3 6 216868
17 10 204932
9 13 174752
19 16 57212
3 19 221234
3 16 191597
16 8 130474
11 13 127855
11 19 82927
14 5 143177
7 2 231177
2 12 110993
8 12 192341
11 6 50986
10 4 168013
8 1 252777
6 10 98129
5 8 215743
12 18 92531
5 17 250991
5 7 231444
13 3 170832
2 6 157556
10 5 100269
2 15 94605
4 3 25786
18 1 32778
4 17 293964
6 17 238995
9 5 116276
12 1 125309
12 19 119079
2 4 123761
2 14 142910
5 1 51507
1 2 51240
12 11 87582
19 5 108878
4 9 37937
8 18 234472
5 6 140819
10 18 81540
14 16 10625
14 12 72492
18 14 124448
11 5 106837
14 8 119849
6 18 139094
13 7 250418
15 4 168236
16 13 151526
1 10 114318
6 7 124163
9 10 130088
8 6 138806
Case #284: 145
11 26 270760
20 17 208389
18 24 99127
10 4 407007
7 16 331824
8 5 420379
7 1 381288
2 11 190080
6 18 143434
9 20 183432
25 4 216718
4 23 292641
7 21 376990
15 9 51267
2 7 310793
9 5 190709
6 13 350126
13 24 305819
14 18 180617
17 9 136677
3 12 251702
10 2 255713
16 23 15894
19 13 233790
18 11 3624
25 17 42424
22 4 321859
20 22 299824
14 24 272496
26 1 296507
20 5 179669
22 26 368711
10 25 297137
5 6 220896
22 13 436331
9 25 179101
23 6 190547
11 24 95503
7 6 190652
22 7 276857
15 13 371206
20 24 169312
11 17 224965
16 9 176254
8 17 431209
1 6 219702
15 14 337883
11 6 139810
19 25 206634
8 23 376356
8 7 536706
11 25 267389
12 17 38914
15 26 303586
4 21 241922
6 21 300632
19 5 37186
11 1 79892
21 22 386837
12 16 265241
26 16 107853
18 23 182425
17 22 171360
13 16 256521
15 18 164514
26 13 272169
4 20 267680
16 11 194695
12 15 226858
19 2 164633
13 11 210316
1 24 175395
18 3 211858
21 17 271493
23 25 199797
22 12 210274
5 4 325799
14 10 76023
6 26 282506
3 14 207702
16 4 276747
18 9 113247
4 18 290474
1 15 240782
1 20 214359
4 11 286850
18 19 184132
6 10 171353
13 8 430765
2 21 281555
23 19 6837
1 4 266044
20 23 135646
14 16 194163
1 25 318215
19 6 183710
4 2 192945
17 6 85155
22 25 213784
18 1 83516
4 13 495701
4 8 499999
5 13 196604
1 23 204548
3 1 175115
6 3 219980
13 12 360321
12 10 293627
15 23 211627
8 20 477964
11 15 160890
12 20 169475
11 12 262224
22 6 86205
3 8 374001
11 22 226015
5 16 59917
1 5 222547
4 24 191347
12 23 281135
24 5 176589
7 23 347718
12 4 135380
19 24 139403
3 22 306185
18 17 228589
9 2 108697
26 20 227605
9 8 294532
7 25 147921
14 12 217604
10 1 173124
26 14 270228
24 9 14120
13 18 206692
24 7 234959
2 25 229071
14 5 208618
8 16 360462
21 13 350712
22 19 269915
5 15 241976
3 17 212788
15 7 293441
24 12 168376
Case #285: Impossible
Case #286: Impossible
Case #287: 32
33 14 759087
15 4 460725
28 34 963374
33 15 648863
12 26 44873
28 16 524222
34 12 684360
9 15 276380
12 29 661937
24 25 684976
3 1 236530
7 11 602729
30 15 468865
5 17 540530
34 7 899191
18 12 661733
27 31 533190
25 14 260141
18 19 967114
1 22 464992
9 5 626709
11 33 184066
28 35 466798
20 26 922030
2 5 13268
23 29 827331
4 5 811054
4 8 786512
23 7 950056
11 12 303055
18 14 933699
21 33 589044
Case #288: 275
15 1 77784
26 2 102674
23 32 203151
27 19 173221
31 11 91716
17 29 103315
30 14 105242
14 13 98556
29 18 63292
15 27 122768
7 12 170238
29 20 42864
7 6 151171
23 21 246620
24 4 117095
25 4 222345
1 2 125228
25 18 140326
11 17 107785
19 13 202562
18 8 150775
22 26 109603
31 25 111982
7 27 160368
22 30 87827
12 14 201059
11 23 215838
7 32 207488
17 23 260197
7 5 171885
30 19 56842
5 32 124143
15 17 74340
8 10 155765
19 26 165673
32 27 79491
18 15 89373
17 2 184176
26 27 115606
31 21 227627
1 24 79762
3 17 167124
23 10 164900
15 7 92656
16 6 154885
14 23 213385
6 29 91158
9 3 128073
22 12 153123
18 10 4990
28 17 136582
25 15 107228
9 18 144156
9 12 217791
24 23 183879
25 16 180394
22 4 190581
10 7 131963
6 28 14371
15 4 115117
31 1 82538
1 14 50256
18 6 74089
6 3 24455
24 26 91173
17 25 153741
26 11 67584
28 2 108900
9 29 83758
5 2 57584
6 5 180855
16 30 192908
19 7 169134
29 25 81147
6 15 76613
16 5 209326
18 12 262904
13 28 144527
25 11 85617
28 8 114816
22 6 72296
12 31 233341
17 31 199501
29 8 90377
10 16 169404
16 17 204437
31 27 123988
30 11 99325
18 2 49182
14 5 106757
31 18 87738
6 8 113290
29 3 66703
28 1 76142
8 23 263396
31 15 125161
16 8 181306
15 29 28975
32 8 196327
20 18 103262
32 1 191787
29 11 7364
31 7 162761
12 26 262726
4 32 203239
7 16 37441
21 30 220018
7 24 94634
4 6 126138
31 4 182970
2 16 184877
6 32 167132
30 3 39986
13 20 121875
4 18 159998
13 30 188895
4 27 123748
13 31 196189
9 16 84994
12 15 228587
1 30 90147
16 15 130097
24 14 29506
12 23 107756
31 23 247648
20 8 91428
26 1 111923
29 10 68282
2 21 215429
31 10 92728
21 20 156440
31 2 136920
27 30 116379
22 2 122908
6 2 123271
23 6 200329
24 5 136263
16 18 164414
9 10 143975
8 21 222051
19 21 163176
13 10 165391
17 30 207110
25 26 141367
14 29 1447
19 2 186153
6 13 158898
2 12 244348
28 9 89247
15 5 134285
6 25 104060
5 25 148728
31 29 99080
30 25 119591
28 20 48353
21 27 228361
16 19 206575
31 30 7609
3 2 147564
13 5 205313
20 16 125888
23 4 155272
3 5 172013
21 3 198377
8 19 185663
8 24 79517
1 4 192901
24 25 109206
11 7 71045
19 24 133512
21 22 181057
13 25 176381
20 31 119556
28 25 105586
23 27 123660
1 10 117091
18 26 123512
19 14 104006
23 1 258559
15 10 94363
28 30 78812
15 19 131534
29 23 214832
16 26 164236
1 9 132567
24 21 162627
22 3 47841
22 1 2320
8 26 128006
13 21 101421
18 7 126973
28 22 73822
14 31 97633
27 6 110339
19 25 176433
4 20 129006
21 11 139038
1 12 150803
29 19 105453
4 7 107716
4 8 196612
5 17 208625
30 15 132770
10 17 153581
4 26 94302
22 8 40994
7 26 126795
22 16 148630
32 24 116810
1 29 51703
12 13 136810
32 22 189467
16 12 132797
25 20 121117
27 22 135840
25 21 212821
14 28 89770
26 32 169233
25 10 145316
3 4 150593
17 14 101868
29 30 106689
14 3 65256
14 11 5917
9 4 155269
32 2 66559
14 27 95240
6 20 62724
1 6 74616
6 31 56832
12 20 242476
5 31 160780
13 3 163812
2 13 180864
10 19 141961
11 8 94847
8 25 72758
6 30 64441
4 28 140509
27 11 92178
23 25 227736
15 3 92784
26 10 128502
29 16 101122
24 13 128062
18 24 91351
6 14 89711
7 22 113064
17 19 205874
18 22 109781
23 26 172016
26 9 143978
25 32 157703
6 24 74635
19 28 135654
26 17 163535
1 3 50161
17 18 158571
16 1 146310
14 16 102569
8 14 88930
22 19 144669
4 17 189457
12 11 206976
18 1 112101
30 8 128821
31 26 159300
27 8 176834
26 3 126923
14 2 82308
32 16 244929
4 29 144092
11 22 53853
20 19 145423
32 10 98033
Case #289: 24
6 2 550661
11 5 267610
5 6 531030
8 7 444643
12 3 792282
9 5 428631
6 7 505508
9 6 407227
7 2 303324
1 7 845523
5 3 25460
11 2 512581
4 8 482598
11 6 285271
7 3 294179
9 7 159912
10 3 385456
12 1 833037
5 8 430385
12 5 817742
2 1 873823
2 5 501228
3 8 404925
4 10 527376
Case #290: Impossible
Case #291: 253
4 1 249638
19 12 41311
8 17 258588
3 17 313143
4 9 37863
12 8 146917
6 4 168083
25 5 66789
14 19 251501
9 17 101625
9 7 110684
16 2 219215
4 10 239681
24 17 160444
24 20 196708
23 21 242385
8 5 173231
7 14 348623
22 15 150008
