350
23 125
13 23 114861
4 22 102530
33 37 140748
12 43 31628
38 17 257365
45 9 117742
22 15 160157
4 5 74769
7 1 130246
5 41 115238
24 36 87611
17 24 202441
38 24 82869
28 2 162641
7 30 110357
45 23 150024
41 34 104494
1 23 216886
13 33 81511
16 34 142142
4 16 82522
40 10 180527
44 25 173948
36 41 150018
4 28 24555
8 40 137205
8 30 84613
40 12 142824
8 43 117508
18 30 76695
3 28 156156
5 23 129660
23 9 72175
22 10 127380
2 45 122659
35 7 158
35 9 21250
25 1 193994
21 8 135405
14 17 255452
42 21 244405
28 8 123877
10 5 99619
42 10 230296
2 16 195171
39 32 96458
12 28 15051
14 15 180247
18 5 64880
32 27 114201
40 42 246205
34 21 130428
36 33 122815
16 15 143400
30 11 138546
6 27 124873
20 34 63463
20 37 143578
16 44 145527
30 6 70633
44 36 106896
27 15 178330
41 26 193139
22 5 27761
8 20 164143
16 38 48209
30 24 100442
3 16 68761
16 40 206739
37 35 139101
21 28 154588
44 14 174500
44 6 55686
27 20 66552
6 9 66127
24 4 46975
6 20 127936
39 27 21580
3 20 167291
10 26 177520
20 35 136698
15 39 158410
45 15 166766
18 8 7918
10 41 156393
1 36 202947
20 2 69059
30 25 97817
12 13 99892
32 22 75355
15 30 120581
32 17 192105
23 2 158106
10 24 101980
2 25 234302
9 20 157948
23 24 101550
20 39 44972
30 29 259740
18 23 153383
3 37 151015
26 8 150699
33 4 111455
36 27 105068
19 25 171794
19 44 91918
28 41 100396
9 43 111045
32 23 91530
19 41 154766
34 44 19380
31 4 106510
41 9 93626
20 33 63779
36 21 138806
1 38 198205
19 21 155691
16 12 122105
12 14 146853
37 9 120941
13 15 140547
1 14 127920
35 27 109444
14 30 170172
19 23 95600
10 37 192331
37 16 94660
29 10 194346
26 28 177225
7 19 82548
9 19 103640
25 22 137393
35 15 112168
18 4 98808
20 30 124301
35 40 99926
7 14 146564
25 17 97969
14 2 220919
21 1 198394
10 45 98491
11 29 262047
2 7 145054
40 28 156388
30 5 67337
33 40 128944
37 1 244680
38 12 85690
45 31 96821
36 13 74300
44 27 78924
7 4 32065
37 41 165136
40 17 270722
4 27 80001
15 9 133418
42 22 192534
6 12 116394
11 34 119600
22 37 68478
4 21 130033
14 31 72119
7 31 74445
30 45 70701
18 40 136691
17 4 174922
44 4 116451
31 18 111368
30 35 110199
29 4 253576
17 34 275441
35 19 82390
7 43 89953
42 6 191156
22 23 118899
30 28 113195
21 35 98126
6 23 131359
10 19 139147
39 22 74134
28 44 105954
30 16 25800
35 14 146722
36 45 92116
14 41 157373
20 38 97103
37 44 148629
13 45 124871
33 31 136036
24 45 111560
35 16 114406
5 2 102034
30 27 57749
8 4 99322
5 7 43020
24 20 124749
37 11 167448
34 43 39895
7 40 99768
35 3 121777
43 6 105224
7 45 96650
24 28 71530
39 45 8628
2 4 176803
31 6 89344
16 45 96501
33 34 316
27 26 174732
23 39 153839
41 12 85345
16 11 142753
10 34 51899
32 10 91644
5 40 117963
36 11 118229
26 40 195864
32 44 89276
41 27 44950
28 37 147216
18 15 132496
44 40 148008
12 8 138928
9 2 136330
23 33 178051
16 39 100316
30 3 42961
21 44 149808
11 5 71209
15 21 197317
12 26 189223
9 4 53157
35 38 92626
14 37 211900
15 28 124272
43 10 91794
24 22 60866
18 37 105597
15 41 184544
10 11 115259
19 30 106885
43 40 112068
31 8 111882
44 7 84386
6 1 145145
22 43 76065
41 29 246941
21 29 272875
19 40 157491
39 3 122290
18 34 128018
3 31 166244
13 38 69558
5 43 103826
35 18 66901
27 29 201991
19 3 119405
33 19 107837
8 24 52347
42 4 178186
23 4 118705
43 45 6697
18 36 63864
12 33 71839
20 12 78531
18 9 88151
33 28 86890
7 20 136856
2 33 95937
31 34 135720
25 41 161780
16 43 102247
30 21 182739
9 39 112976
7 41 72534
28 13 84841
40 29 271075
45 25 168518
22 40 145724
24 34 76185
25 11 117751
12 37 132165
29 32 238432
44 33 19064
20 14 158266
9 25 110654
29 33 142763
36 5 54506
17 21 272522
17 33 275757
34 28 86574
28 16 107054
43 33 40211
42 13 174658
17 20 278587
3 44 162688
5 37 96239
14 24 131654
10 7 87070
3 11 150124
39 8 119191
10 15 199080
12 30 98144
18 26 142781
26 2 100879
42 28 174299
38 21 164068
2 34 96253
12 9 92763
35 4 31907
17 7 187531
22 2 129795
43 20 46903
40 4 131833
5 25 132266
19 18 104408
36 7 97526
37 19 135767
37 25 205871
38 11 120973
10 14 195008
21 14 214728
1 13 128673
22 8 45037
2 13 121828
12 1 142619
7 33 91411
24 21 83058
32 43 94527
36 43 85419
16 24 126242
9 5 64112
26 32 125495
8 44 121823
43 15 160341
13 16 112931
4 38 124533
35 32 4732
22 35 70623
28 32 61194
14 34 155120
38 44 102154
42 31 220882
5 3 110298
35 25 89404
31 13 72846
26 15 223850
44 35 84544
17 19 260682
35 29 233712
20 1 182450
43 25 175215
40 32 104658
45 35 96492
2 24 135139
43 37 100537
32 2 149628
12 3 141105
4 10 118819
38 40 162268
11 32 33079
16 14 195984
38 58
23 18 513303
28 32 553064
29 26 68729
29 14 367851
33 37 822413
8 27 474759
26 5 568877
23 10 542598
22 38 662336
33 21 451152
30 18 504860
2 16 318034
24 33 531960
4 17 105045
35 33 334673
38 4 286644
28 4 153859
25 13 837181
6 38 252106
3 11 893263
12 7 180893
3 5 687927
12 34 544566
11 31 608714
9 37 780651
30 38 491984
26 27 476947
26 25 505558
10 27 438222
1 11 272101
20 19 522373
23 9 213470
22 37 512323
36 27 603089
26 17 260609
34 10 752806
23 35 606270
11 15 577845
2 21 138933
12 29 336684
33 12 492522
17 2 101095
34 24 594707
31 7 283349
35 21 172338
11 6 639760
26 6 375286
29 6 306557
22 2 379642
32 30 575593
36 21 424589
37 18 626482
33 9 606001
17 12 135828
29 28 378152
9 4 456499
8 5 224903
4 10 573418
30 331
4 1 60666
3 11 148796
24 9 61324
26 1 145079
13 20 103769
11 25 181073
8 7 96806
1 15 186846
8 13 52306
8 14 57821
16 3 134958
2 21 147307
3 8 129672
14 23 144632
4 14 34506
3 13 89142
2 23 53659
10 1 74992
8 29 88181
26 28 187103
26 30 127313
27 17 115257
10 9 48404
12 27 134173
8 15 149097
18 5 84423
24 16 51704
27 18 61835
21 20 164653
29 30 48126
7 2 156877
21 17 154251
10 3 85755
16 13 57592
16 4 97613
29 4 14748
29 7 30427
29 13 74927
15 5 146062
10 16 53964
15 28 54713
10 12 124432
18 9 79743
22 18 99540
30 16 131003
15 18 230485
30 25 100274
5 8 82886
25 2 98185
28 29 182438
26 4 93923
28 6 198131
18 11 124415
10 7 49987
10 30 77039
23 22 168338
6 29 148413
4 15 155503
9 14 39261
11 28 274392
22 14 162442
8 4 92327
4 28 167702
12 8 115106
10 20 153630
7 16 102092
26 25 136924
30 11 140080
27 9 58388
14 15 120997
27 10 97282
7 23 125817
18 3 50308
11 23 216816
19 27 105551
18 1 135648
9 1 55911
21 23 164803
17 15 201607
19 15 211313
29 10 39503
12 21 135460
20 7 125667
13 6 159351
24 25 8304
4 30 33390
4 7 15691
12 9 85538
28 16 165103
21 7 70368
29 17 114310
28 25 121703
24 29 80815
21 14 70301
25 14 83761
25 15 176416
15 9 160258
8 19 101395
23 10 153775
12 15 236286
7 25 58692
16 9 102368
1 12 124424
8 23 113730
23 16 119016
1 19 48540
6 9 128922
7 24 50388
10 22 171585
21 25 129060
14 28 175710
3 5 51547
13 5 69632
7 3 57797
26 5 103364
21 29 50531
17 19 9706
9 19 104451
8 27 145960
23 30 84587
26 16 180324
3 25 91558
29 20 124712
9 7 10936
13 7 44500
2 1 162225
6 20 220925
2 14 117892
20 5 119417
4 3 42106
8 21 128122
17 18 136606
1 23 147823
20 11 216666
23 17 108989
26 8 175038
7 27 69324
2 28 219888
27 26 147556
15 22 283439
22 26 240741
18 4 74982
2 24 106489
22 8 196881
19 10 123148
10 11 131457
2 29 148252
14 12 115297
7 30 49081
27 21 108310
16 8 5286
28 5 177143
19 12 123665
24 26 128620
2 11 199320
20 18 126329
24 13 5888
16 12 120392
25 17 53575
6 25 145159
5 22 137377
14 6 144578
21 30 88085
4 23 110126
18 2 74905
9 21 59432
4 2 149887
16 5 88172
8 20 113880
24 5 75520
27 11 160323
26 12 174706
25 8 38114
11 29 102544
3 21 96783
5 19 118647
9 2 154642
13 12 74576
14 24 91232
27 16 151246
5 17 109015
9 11 111445
23 12 29343
20 26 187122
20 23 150
5 25 83824
6 16 112331
21 26 148600
23 15 262827
13 4 60191
14 27 88139
30 6 167067
10 28 166567
10 25 74618
3 24 83254
24 19 54977
29 1 75402
29 5 5295
18 19 126900
8 30 125717
22 19 178095
25 18 141866
6 7 117986
15 3 197609
12 30 113930
24 10 82922
8 10 48678
2 17 151760
30 15 188893
27 29 68369
13 10 88810
8 6 107045
26 14 119076
9 4 4755
17 28 146894
12 29 95519
19 11 215896
2 20 53809
25 16 43400
22 11 223955
6 27 187310
21 18 72402
16 14 63107
13 25 14192
23 19 99283
8 24 46418
6 12 214460
17 3 86298
17 10 113442
2 3 125213
21 19 163883
24 18 133562
1 27 114299
23 26 186972
22 13 207009
12 20 29193
29 14 30360
19 4 109206
13 2 112377
15 24 168112
19 20 99433
27 20 104980
22 25 221201
30 5 42831
23 3 93303
27 24 112213
10 4 43649
3 14 76612
18 28 242684
23 5 119567
22 12 197681
18 23 126179
2 27 136740
22 24 212897
26 9 89168
18 30 41592
30 2 116497
11 8 180135
11 4 106690
1 24 55736
1 21 115343
13 15 162224
27 3 28959
2 6 167116
22 20 168488
14 13 85344
9 30 38145
9 5 14196
9 29 19491
17 12 113959
14 7 40844
16 1 107440
7 26 78232
13 27 113824
27 23 104830
6 4 133677
24 20 97881
1 30 94056
22 4 146818
1 14 84135
10 26 128219
28 30 201092
21 4 54677
12 11 187473
15 16 154383
19 26 171821
24 23 98031
10 2 108749
23 29 124862
9 13 55436
8 2 60071
28 19 156600
26 2 235109
28 22 314520
25 12 76992
14 19 132291
11 6 240367
2 15 209168
29 25 89119
19 25 63281
23 28 211430
22 27 161375
15 21 191298
5 10 34208
19 6 208440
28 1 157359
19 30 85308
26 11 200613
21 6 188354
16 21 133408
30 24 91970
28 21 222379
11 13 166881
12 2 83002
22 7 162509
22 2 136810
4 20 109976
1 22 207484
10 18 118631
27 5 63074
30 3 8716
17 16 96975
30 22 141132
17 22 168389
14 10 9143
20 1 147973
28 8 159817
24 4 66079
7 11 122381
15 11 219930
1 3 102772
10 34
1 5 347492
6 9 210117
6 2 247413
5 4 53279
2 8 682792
9 3 89075
3 1 494627
2 3 344791
3 10 497949
4 9 163614
10 8 833700
4 7 620090
9 7 472109
7 1 789000
8 6 634943
3 7 383034
6 7 498612
5 6 99782
8 3 521242
7 5 582444
6 4 153061
3 6 299192
2 4 200910
4 1 294213
2 10 446170
7 8 138208
10 1 646031
9 10 408874
9 5 110335
6 1 447274
9 2 255716
9 8 610317
8 4 481882
7 10 697369
25 15
10 20 748490
23 19 890195
13 25 571722
11 20 115597
7 2 814882
7 18 467993
16 15 976040
4 23 640344
9 14 887919
11 5 955405
18 23 630733
10 23 570679
7 25 731161
11 9 584448
9 2 173950
14 24
4 13 395932
10 7 31556
10 11 271824
10 6 206430
12 6 360788
7 8 437808
7 5 205197
12 2 305694
4 12 376813
5 1 248453
11 7 240268
2 14 157878
4 11 470087
7 9 314595
2 7 119780
8 11 438516
2 6 294654
11 1 283524
12 3 190996
3 13 210115
4 5 85268
5 8 643005
10 4 261375
13 2 324813
38 163
19 15 332421
1 35 251699
30 31 415766
29 7 392344
9 12 277591
33 8 199710
4 8 411029
4 5 154669
13 37 518642
14 20 293387
31 2 147477
33 36 322125
26 37 398081
23 6 373880
16 30 260709
1 10 386225
25 11 135610
28 32 90266
37 9 441993
10 9 421248
13 19 435767
2 17 99855
2 25 113710
38 16 324806
19 35 363681
5 3 380532
36 28 161267
25 34 215398
26 23 236510
14 23 139326
28 18 145789
20 5 340803
27 5 464645
10 13 315981
18 30 313077
35 18 93797
7 13 452413
22 26 350624
31 17 49034
28 24 209759
6 38 234829
27 37 514905
25 22 208456
22 12 272238
19 16 41327
17 15 170750
1 7 346548
33 34 209456
35 26 358033
10 22 531137
20 35 317794
29 15 135530
4 26 350177
28 21 246091
30 32 457704
13 11 156589
2 32 189415
1 23 30798
16 18 327318
4 3 486065
2 10 436391
29 20 242432
26 19 317694
4 7 574480
31 22 242223
22 32 284161
4 9 467694
7 10 572488
21 19 397558
23 20 380800
11 29 85123
18 33 116407
2 36 100854
32 23 170047
19 24 370724
12 23 158124
26 32 246995
17 1 49689
37 6 535451
16 22 159997
27 25 286702
27 15 346070
7 15 454976
25 5 333556
25 15 186017
10 29 209888
7 38 408267
20 9 453792
36 23 81486
1 9 279826
37 4 396575
1 27 223158
37 2 341913
7 9 180984
36 6 371276
38 29 15923
14 30 277524
5 36 472163
24 10 478593
4 27 309976
31 34 249165
8 2 195540
3 30 352984
34 14 18270
2 14 158694
5 2 447266
11 9 296483
12 29 205697
36 11 282316
23 2 19368
22 36 195600
18 14 344133
33 35 173334
17 24 210465
4 1 242431
11 27 393190
31 15 219784
12 11 199392
17 6 293393
6 2 393248
1 14 170124
18 7 410779
29 3 292532
30 29 304870
24 15 359282
31 21 270455
28 15 171456
10 6 428794
7 25 410092
32 25 75705
32 1 139249
21 6 455919
6 8 367660
37 28 242764
11 2 220198
37 17 242058
3 38 308455
35 27 474097
36 32 251533
13 1 326621
26 9 429563
13 12 355981
3 31 317448
10 35 285250
4 17 194154
14 4 412555
17 13 276932
30 35 229508
30 5 419512
30 24 163300
22 5 517205
6 29 218906
31 14 267435
11 14 340156
14 10 396064
13 31 325966
38 28 143277
19 37 403729
27 22 306474
1 26 205712
8 18 316117
6 14 508757
16 33 210911
11 38
7 8 434984
11 9 366766
1 6 218144
10 7 692858
6 9 266616
8 11 232238
7 1 334938
8 10 440890
5 1 74843
1 11 318294
9 2 185564
3 10 608560
8 1 249732
2 6 355236
6 3 388985
8 9 298204
4 5 137630
4 6 280931
9 3 551406
4 8 312519
11 6 386752
8 6 318190
7 2 472030
9 5 123315
10 9 406392
3 11 775737
8 3 707175
4 11 381081
2 11 429480
7 4 397725
10 4 420707
6 10 576064
2 3 640026
5 6 143301
11 7 503546
4 1 62787
10 5 432763
3 5 532286
18 108
6 2 369717
6 8 287292
13 1 223493
2 7 279504
10 16 128061
1 2 223139
5 2 217065
3 9 170117
8 15 148414
18 17 207291
15 18 126444
6 10 257226
1 7 107325
5 13 178607
2 8 254628
3 4 173103
16 11 264189
12 4 313124
10 13 220779
5 12 215047
11 13 198013
3 13 129499
6 17 214333
11 7 81845
15 13 231193
7 5 62439
9 15 192557
7 4 159772
8 9 216837
5 9 245143
13 9 299616
4 11 241617
10 14 226679
7 15 115025
5 16 271325
18 4 277107
13 12 269520
17 14 183786
5 17 112641
8 3 46720
13 18 233503
16 9 312132
18 10 250184
12 14 185183
10 1 110648
12 1 221121
3 2 292835
11 12 195641
15 12 162461
7 12 153352
7 16 208886
6 7 253903
16 6 341252
16 8 175497
15 3 128356
2 18 357283
13 16 92718
17 4 334852
4 1 267097
14 8 256745
11 3 95176
3 5 75770
6 14 30547
1 9 208933
11 14 141511
16 15 297369
1 3 120656
14 9 155087
9 11 225737
7 13 116168
16 3 222217
11 10 136128
11 1 25480
9 6 185634
5 1 44886
8 13 82779
17 7 175080
6 5 191464
3 14 236687
6 3 267234
18 14 221200
15 5 52586
14 16 310705
10 5 155534
18 6 251747
5 8 95828
6 11 172058
12 9 30096
3 12 140021
14 4 383128
6 15 205238
2 4 381011
12 17 171274
8 17 208469
7 3 13331
10 17 42893
15 2 230839
17 9 141178
5 4 222211
1 14 116031
15 17 126415
8 7 33389
9 18 66113
16 17 170954
1 6 146578
13 4 209162
11 8 115234
18 3 104004
30 324
12 20 80206
29 25 131970
2 23 114464
22 2 123017
17 21 130759
28 27 147255
8 2 62102
28 29 199031
18 25 119673
17 25 202898
23 3 172578
13 2 74075
5 3 206748
28 9 209764
11 5 224118
18 30 56654
11 1 148305
14 27 243438
8 24 204694
19 27 224613
22 24 265635
18 20 90197
10 8 162588
11 3 157419
28 3 276937
6 27 42097
14 21 165095
28 21 27225
7 13 145766
13 22 135142
26 3 238098
2 28 196652
24 14 258680
16 21 291677
6 19 182516
3 24 50916
1 23 150784
26 1 125307
15 14 92094
9 15 32224
27 29 194587
13 25 130325
29 30 68925
17 14 34336
3 8 153778
26 6 288088
22 8 123169
21 10 192861
7 12 220813
12 3 175902
19 9 44049
9 23 105376
1 16 152883
26 30 204523
13 21 200924
19 7 177437
8 30 19560
26 25 267568
16 26 221451
20 5 139551
7 14 134312
10 17 224454
24 20 231316
21 3 280475
23 16 31783
22 14 142480
23 15 137600
18 19 42323
8 13 74227
17 26 64670
18 1 99743
16 29 126426
12 9 87425
2 15 29473
22 6 199787
1 14 26301
7 30 123414
10 25 44236
18 8 63575
8 14 124723
19 20 132520
29 15 46247
12 27 155657
16 22 185198
25 12 181512
1 12 147815
2 6 138720
26 21 172116
15 18 33950
28 30 191894
7 21 152186
2 7 71691
21 5 97414
1 24 240862
1 7 108011
14 20 41308
21 29 202569
21 4 172676
17 12 87178
18 23 103650
23 10 260059
24 18 141119
30 3 146840
2 11 111985
14 19 159884
4 30 50687
18 26 147895
10 28 165636
4 11 84014
20 26 71670
18 21 190272
25 24 252622
29 2 75720
17 19 125548
19 16 177756
17 16 160918
10 19 206232
3 2 153626
23 30 160278
4 18 32448
26 19 190218
30 14 144283
19 4 74771
17 6 223418
16 5 251978
6 13 150845
15 30 52189
6 25 20520
16 15 169383
28 22 211346
25 5 167081
13 9 12378
5 23 220195
21 9 191998
30 12 142327
16 2 146247
30 21 219119
7 11 183676
27 26 305196
27 23 241678
4 20 122645
30 20 146825
11 23 206651
13 1 110395
27 20 233554
5 29 128842
5 2 149449
30 25 137912
7 18 135114
29 24 128822
8 11 115141
1 21 191396
11 12 164792
20 7 175620
19 23 145973
25 19 161996
27 8 180969
22 19 166813
24 2 204542
2 12 149122
10 30 182148
12 10 137276
15 27 151344
4 15 1502
13 28 197386
7 27 252508
17 9 84951
29 12 97996
4 9 30722
5 6 146561
12 15 119649
6 1 175040
12 23 189349
5 22 179526
24 9 142845
17 11 199687
18 3 90203
30 24 197747
17 1 60637
4 22 92042
18 22 124490
17 7 168648
17 4 115673
6 18 140193
26 9 149621
13 18 10652
8 21 203827
30 13 67280
6 7 210411
20 2 103929
11 20 206659
26 29 160192
23 20 193847
14 23 158365
29 18 12313
1 27 217137
3 13 79551
14 3 207764
6 3 230396
15 5 171799
17 22 108144
14 10 225057
13 20 100849
13 26 158547
29 8 75872
1 30 117982
28 1 218621
10 27 18381
7 3 225317
26 24 289014
8 7 103854
4 14 93596
3 16 193220
7 29 147411
25 11 171239
21 20 137731
24 12 226818
6 14 201341
29 19 54620
25 14 180821
22 25 179267
9 11 114736
24 11 106514
6 12 160992
16 7 217938
26 14 99006
21 22 238571
15 25 88727
16 20 167890
20 17 6995
20 29 102494
2 27 180817
4 12 118147
1 19 142066
17 15 117175
29 22 136787
2 26 161627
3 9 91929
23 8 167225
21 6 216577
24 13 130467
29 23 94643
21 19 232595
23 28 290384
24 17 224344
18 16 135433
4 16 167881
28 18 208038
2 4 30975
27 5 141226
13 23 92998
13 4 43100
12 13 96351
26 8 211470
25 2 118200
29 13 1645
15 10 132963
12 16 221132
10 22 223503
10 4 131461
3 15 124153
24 21 318059
27 30 200529
17 13 93877
26 4 180343
3 4 122651
9 7 133388
28 5 70189
8 12 149274
8 17 146800
25 20 209870
23 26 189668
16 13 124781
2 19 105746
16 11 238434
15 7 101164
13 5 127197
27 24 226767
11 26 264357
27 17 240526
8 20 153772
11 19 158785
1 15 65793
22 26 172814
9 2 61697
14 5 180859
30 2 81662
2 18 63423
1 5 185769
20 28 164956
26 28 199341
17 18 83225
18 5 137849
4 27 149842
22 27 241884
7 22 86385
25 7 189891
6 4 107745
21 12 156759
1 20 67609
13 10 174561
23 17 186875
9 25 117947
30 17 139853
25 1 154520
20 9 91923
19 12 128022
18 14 117561
16 10 291842
16 30 192061
29 3 77906
17 2 96957
14 29 129858
20 22 115116
26 12 151848
11 18 116462
7 4 102690
24 28 322799
10 6 23716
30 6 158432
27 18 182290
26 15 181845
2 21 203651
6 29 152490
20 40
2 1 143200
17 12 172551
9 14 361998
16 9 245755
4 17 518971
11 19 399090
1 19 396611
18 12 210508
4 6 428801
5 9 137992
13 10 368678
20 11 94469
19 4 526934
2 9 114700
10 12 236964
4 7 447300
10 3 436633
8 12 191611
7 17 310182
4 16 468992
7 6 200227
7 9 224063
18 5 186882
20 5 175124
7 3 262114
4 20 378582
7 20 261195
1 9 257900
19 3 311874
16 15 192220
15 12 319297
15 8 244293
11 15 165112
10 2 449450
13 2 159982
12 1 114932
17 8 364162
9 4 452637
15 14 308463
11 13 253276
11 47
8 10 468231
11 3 296680
9 10 120892
10 11 196426
7 5 388504
3 10 229048
6 2 378485
4 5 222504
11 4 399121
7 2 393961
10 6 95646
8 1 470988
7 9 219228
8 2 657323
5 10 457837
4 8 232898
3 4 106078
6 8 463254
3 7 59922
11 5 621625
3 5 328582
5 9 546091
6 9 145748
2 10 353629
9 4 323587
3 2 453883
3 1 193653
7 8 398898
11 1 161031
8 9 440419
5 1 460594
1 10 35395
8 3 338976
2 9 232737
9 11 75534
1 7 133731
11 7 236758
6 5 461984
10 4 235333
4 1 238090
8 5 140402
7 4 166000
4 6 239480
2 1 318234
11 2 157203
7 10 169126
6 3 133402
32 111
17 2 147889
32 29 261509
25 8 183266
31 30 256436
20 1 192655
8 31 180646
6 29 105223
29 8 1957
10 31 13428
4 6 175527
20 11 205553
21 31 48744
26 28 116004
22 15 335722
24 9 200218
8 16 79868
7 17 21712
22 17 165353
27 18 237566
27 21 192258
30 21 207692
26 7 261352
11 29 262483
19 16 376
28 19 36831
16 31 101530
1 13 148095
18 5 316656
12 21 46275
13 14 205310
27 11 82299
19 20 167979
31 2 183457
4 12 113271
11 26 280088
18 13 304213
3 9 372239
10 26 139751
31 20 81560
26 22 157721
7 16 108893
18 26 423783
15 16 257550
13 11 125090
17 3 331668
7 19 108517
31 24 91346
5 9 368060
13 25 46520
15 25 173375
6 22 233847
30 17 134344
3 20 310217
7 12 171731
4 14 156049
9 15 303570
1 2 213092
11 25 141348
11 30 317651
13 12 46369
5 28 224558
16 24 115363
20 24 138196
18 14 276985
10 1 178567
26 2 304842
29 14 70521
1 30 195231
13 21 15131
16 17 87181
32 2 360618
18 25 320471
27 5 333418
5 30 235266
19 22 78548
27 23 177416
2 13 149844
24 19 114987
19 18 270948
29 12 185072
8 17 7313
7 30 156056
14 10 235782
18 12 328035
1 11 273185
7 28 145348
2 12 180988
9 1 299922
9 14 328389
30 18 81390
19 13 57254
9 32 281761
32 15 21809
27 10 237861
4 31 115740
28 29 118280
29 25 183913
19 1 90841
5 10 275453
10 18 334685
24 27 234860
15 8 285275
5 25 290208
4 2 67717
25 32 195184
28 25 140605
1 18 259012
7 27 200118
29 1 66243
10 6 243025
3 27 406881
41 739
31 34 167716
6 8 138269
26 8 110647
40 15 140281
29 35 133085
13 23 102864
9 40 84010
21 30 141259
18 27 129641
17 37 36227
11 23 83710
27 40 91944
36 35 135790
40 34 142711
39 8 67261
22 5 97932
40 1 160548
12 2 148342
1 34 119850
5 18 78457
15 10 45240
6 24 32581
31 25 125061
4 8 145478
38 23 126507
35 34 126303
4 2 103885
29 4 142306
30 41 60472
29 19 112212
35 15 136836
12 10 100564
33 10 109275
7 20 111332
3 9 26226
36 8 86088
27 19 146140
1 12 87759
38 28 67594
16 8 67178
35 23 149553
14 33 102524
34 5 148955
39 36 58758
33 24 131558
31 30 105739
10 38 73290
3 14 47487
6 9 119554
37 9 105920
1 15 24794
21 20 131876
4 9 114100
29 40 58016
17 24 155868
21 5 102814
23 20 130042
21 29 84387
8 21 81215
12 22 138063
17 28 92535
26 34 166554
3 2 100694
17 25 53305
39 10 95800
21 1 144406
34 29 124184
37 36 88696
33 18 122676
6 41 87144
38 37 72238
30 10 20718
41 22 102648
26 2 154704
11 29 31045
37 5 42597
41 36 86983
36 15 58559
39 4 152899
39 40 128449
27 1 140105
29 28 96745
7 35 162231
26 4 168112
22 4 107036
35 14 88863
14 13 80167
41 10 81190
21 25 73179
8 11 27873
30 13 51166
16 14 113938
38 22 119411
4 12 157663
24 36 149749
5 14 111515
3 7 97765
33 29 101107
32 38 115263
4 28 108009
23 37 115221
24 12 156699
2 41 25192
17 18 55820
20 28 106413
38 34 149685
22 19 200408
15 6 151018
29 15 82265
35 24 55850
14 18 146774
2 8 76317
35 11 112347
23 2 85650
32 35 85581
40 36 126783
23 8 111583
27 26 141403
29 22 95772
37 18 92047
33 21 92450
33 31 145910
9 11 96528
11 17 28911
7 16 68593
11 19 143257
39 21 64621
32 27 114147
41 29 54297
22 26 195671
28 22 51817
19 12 187409
8 17 1038
41 15 84994
15 25 126046
27 12 65084
9 10 23994
21 23 137166
30 1 49316
31 8 72794
27 30 136958
11 26 138520
32 21 112012
27 39 60320
22 37 55335
15 28 90947
9 1 94028
5 9 90254
21 37 81771
37 40 98453
8 22 92600
32 14 34124
28 14 116721
9 19 132998
33 11 128426
19 18 172242
41 11 23252
1 28 66153
20 8 55996
1 3 67802
20 40 110840
41 27 124783
18 39 124119
14 20 56590
34 10 82695
32 10 41973
25 36 73752
16 6 123547
23 33 44716
24 4 9352
22 2 127840
25 13 62016
24 34 93434
37 28 56308
30 22 114823
27 2 109984
25 30 101524
23 34 112610
6 1 175812
13 27 95265
24 13 145081
28 5 98905
23 30 109606
6 19 214782
15 16 113923
3 34 84927
15 38 114066
10 31 85021
26 25 162914
36 10 92182
14 11 77009
33 26 158051
31 28 131713
28 16 26395
3 25 83038
33 1 51956
29 24 151658
15 14 79230
35 16 93638
26 1 132865
1 25 107517
34 4 102786
11 1 133040
12 34 63265
9 8 68655
4 30 84563
14 1 104024
28 30 115469
25 37 89532
26 6 210045
18 10 101519
28 33 14197
30 34 103413
20 39 107135
39 13 77010
25 16 119445
27 31 152875
11 7 137240
22 7 94015
30 33 101272
9 30 44712
23 39 85283
2 35 63903
4 6 41933
36 16 58783
36 17 87126
10 21 120541
34 7 124289
29 13 6577
16 32 108992
36 33 18191
5 40 82787
38 25 87240
30 38 89544
31 39 140055
3 28 97310
5 27 107115
33 16 40592
3 38 71058
4 36 140397
35 41 89095
8 1 110231
12 40 133213
40 7 52197
27 24 101931
26 18 167505
17 4 146516
32 4 132079
26 40 49459
25 5 73866
11 3 70302
38 26 139276
20 32 53308
27 9 113683
19 32 150977
12 3 102796
18 36 140867
23 22 110730
19 26 4737
38 31 107767
17 6 139307
28 21 78253
23 1 60290
33 2 130366
14 7 123318
3 22 96337
20 2 114261
13 34 117607
4 33 122206
4 37 111527
9 28 100576
19 23 197892
2 37 113582
33 12 72185
29 26 107475
38 39 102234
41 28 103621
37 1 122461
9 26 128261
11 15 108246
15 12 112553
7 15 103801
28 25 106140
10 14 45255
6 27 134512
27 33 88149
37 41 88390
16 23 85308
10 7 99997
20 4 116616
32 17 87672
32 12 58591
5 38 56572
30 20 32053
31 1 155055
6 2 61952
12 26 182672
7 4 150207
38 35 143701
38 9 97284
30 36 83081
21 9 117984
12 39 4764
33 9 86379
32 15 87213
39 32 53827
9 31 109015
24 32 141431
7 2 157442
32 25 38833
28 12 86382
13 10 34912
29 39 70433
14 26 129114
22 36 84205
16 39 107877
41 17 52163
21 15 165781
40 35 138025
30 5 82514
22 39 133299
1 20 81369
4 15 109085
21 18 133942
7 19 106393
37 3 79694
10 2 102926
34 37 138399
35 31 176617
19 21 150441
9 23 94713
40 13 64593
31 14 130276
33 19 162788
5 41 72724
21 7 120451
25 12 19758
